relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,note,name_primary_description,item - featured,item - public,identifier_clio,identifier_omeka,language,language_authority,language_authority_identifier,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,note 2,note 3,note_filename,note_filename 2,note_filename 3,digitalOrigin,form,form_authority,form_authority_identifer,form_originalFormat,place,place_authority_identifier,relatedItem_Project,projectURL,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,genre,genre_authority,genre_authority_identifier 2,subject_topic 2,subject_topic _authority 2,subject_topic_authority_identifier 23,title,title_type,title_nonSort,title2,title2_nonSort,identifier_title,partName
Spanish Children's Drawings of the Civil War Collection,"Torroella, Filomena",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France. On the café there is a Republican and a Catalan flag",Age 14.,0,1,,omeka_8210,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere4,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 124,original filename: 124.tif,original filename: 124.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows A Cafe With Several Tables To Have Refreshments.,translated,,Este Dibujo Representa Un Café Y Hay Bastantes Mesas Para Ir A Tomar Algun Refresco.  ,,childrensdrawings_yfg_000,
Spanish Children's Drawings of the Civil War Collection,"Torroella, Filomena",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 14.,0,1,,omeka_8211,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 125,original filename: 125.tif,original filename: 125.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows The Evacuation Of Port-bou Because Of The Bombardment.,translated,,Este Dibujo Representa La Evacuación De Port-bou Por Causa De Los Bombardeos. ,,childrensdrawings_ylm,
Spanish Children's Drawings of the Civil War Collection,"Torroella, Filomena",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 14.,0,1,,omeka_8211,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere4,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 125,original filename: 125.tif,original filename: 125.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows The Evacuation Of Port-bou Because Of The Bombardment.,translated,,Este Dibujo Representa La Evacuación De Port-bou Por Causa De Los Bombardeos. ,,childrensdrawings_ylm_000,
Spanish Children's Drawings of the Civil War Collection,"Rodriguez, Francisco",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 12.,0,1,,omeka_8120,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 34,original filename: 34.tif,original filename: 34.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Tunnel To Cerbère.  The Children From Port-bou Go To School In Cerbère.,translated,,Tunel De Cerbère.  Los Niños De Port-bou Se Van La Escuela De Cerbère.  ,,childrensdrawings_yum,
Spanish Children's Drawings of the Civil War Collection,"Rodriguez, Francisco",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 12.,0,1,,omeka_8120,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 34,original filename: 34.tif,original filename: 34.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Tunnel To Cerbère.  The Children From Port-bou Go To School In Cerbère.,translated,,Tunel De Cerbère.  Los Niños De Port-bou Se Van La Escuela De Cerbère.  ,,childrensdrawings_yum_000,
Spanish Children's Drawings of the Civil War Collection,"Arnaiz, Angeles",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia infantil, Bayonne, France","Age 14. Origin: Irún, Guipuzcoa",0,1,,omeka_8093,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 7,original filename: 7.tif,original filename: 7.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Scene Shows My House And Me Jumping Rope.,translated,,"Esta Escena Representa Mi Casa, Y Yo Saltando A La Comba.  ",,childrensdrawings_ywq,
Spanish Children's Drawings of the Civil War Collection,"Arnaiz, Angeles",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia infantil, Bayonne, France","Age 14. Origin: Irún, Guipuzcoa",0,1,,omeka_8093,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees_atlantiques,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 7,original filename: 7.tif,original filename: 7.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Scene Shows My House And Me Jumping Rope.,translated,,"Esta Escena Representa Mi Casa, Y Yo Saltando A La Comba.  ",,childrensdrawings_ywq_000,
Spanish Children's Drawings of the Civil War Collection,"Boada, Gloria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Bayonne, France. Origin: Irún, Guipuzcoa","Age 12. Origin: Irún, Guipuzcoa",0,1,,omeka_8124,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 38,original filename: 38.tif,original filename: 38.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"When I Evacuated, I Left From The Beach At Fuenterrabia For France.  Here We Are - My Mother, My Father And My Brothers And Me.  Many Others Came With Us.",translated,,En Esta Escena He Dibujado Yo La Evacuación Mia.  Cuando Evacue;  Evacue En La Playa De Fuenterrabia Para Francia.  Aqui Estamos Mi Madre Mi Padre Y Mis Tres Hermanos Y Yo Tambien Vaniamos Mucha Gente.  ,,childrensdrawings_zej,
Spanish Children's Drawings of the Civil War Collection,"Boada, Gloria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Bayonne, France. Origin: Irún, Guipuzcoa","Age 12. Origin: Irún, Guipuzcoa",0,1,,omeka_8124,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees_atlantiques,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 38,original filename: 38.tif,original filename: 38.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"When I Evacuated, I Left From The Beach At Fuenterrabia For France.  Here We Are - My Mother, My Father And My Brothers And Me.  Many Others Came With Us.",translated,,En Esta Escena He Dibujado Yo La Evacuación Mia.  Cuando Evacue;  Evacue En La Playa De Fuenterrabia Para Francia.  Aqui Estamos Mi Madre Mi Padre Y Mis Tres Hermanos Y Yo Tambien Vaniamos Mucha Gente.  ,,childrensdrawings_zej_000,
Spanish Children's Drawings of the Civil War Collection,"Negre, Esteban",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts a black plane being shot at by ground soldiers. Colony: Centro Español, Cerbère, France",Age 8.,0,1,,omeka_8147,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 61,original filename: 61.tif,original filename: 61.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Black Plane,,,,,childrensdrawings_zjf,
Spanish Children's Drawings of the Civil War Collection,"Negre, Esteban",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts a black plane being shot at by ground soldiers. Colony: Centro Español, Cerbère, France",Age 8.,0,1,,omeka_8147,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 61,original filename: 61.tif,original filename: 61.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of A Black Plane,,,,,childrensdrawings_zjf_000,
Spanish Children's Drawings of the Civil War Collection,"Vergara, Teresa",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Escolar #1, Torrente. Stamp: Ministerio de Instrucción Pública.",,0,1,,omeka_8221,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 135,original filename: 135.tif,original filename: 135.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,"Torrente (Valencia, Spain)",http://id.loc.gov/authorities/names/n80040690,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Table With Flowers. ,,,,,childrensdrawings_zkf,
Spanish Children's Drawings of the Civil War Collection,"Vergara, Teresa",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Escolar #1, Torrente. Stamp: Ministerio de Instrucción Pública.",,0,1,,omeka_8221,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_3,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 135,original filename: 135.tif,original filename: 135.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,"Torrente (Valencia, Spain)",http://id.loc.gov/authorities/names/n80040690,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Table With Flowers. ,,,,,childrensdrawings_zkf_000,
Spanish Children's Drawings of the Civil War Collection,"Arjonilla, Pilar",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-10-10,,,"November 10, 1937","Colony: Oliva, Spain. Dated November 10, 1937.",Age 8. Origin: Burgos,0,1,,omeka_8183,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 97,original filename: 97.tif,original filename: 97.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Oliva (Spain),http://id.loc.gov/authorities/names/n80112777,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Around The Colony.,translated,,Alrededores De La Colonia ,,childrensdrawings_zqb,
Spanish Children's Drawings of the Civil War Collection,"Arjonilla, Pilar",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-10-10,,,"November 10, 1937","Colony: Oliva, Spain. Dated November 10, 1937.",Age 8. Origin: Burgos,0,1,,omeka_8183,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,,Drawing no: 97,original filename: 97.tif,original filename: 97.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Oliva (Spain),http://id.loc.gov/authorities/names/n80112777,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Around The Colony.,translated,,Alrededores De La Colonia ,,childrensdrawings_zqb_000,
