identifier_omeka,item - public,item - featured,note,form,keyDate_start,dateQualifier,digitalOrigin,physicalLocation,relatedItem_collection,languageOfCataloging,shelfLocator,place,place 2,name_primary,dateCreated,title,language,abstract,subject_topic,accessCondition,publisher,identifier_clio,source,note_filename,	typeOfResource,relatedItem_Project,location_url_ObjectInContext,note_ownership,rightsHolder
6881,1,0,original filename: 120119028.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 4, Folder 7","New York, New York",,"Kay, Ulysses, 1917-1995|WNET (Television station : New York, N.Y.)",1958,"New York: City of Magic Shot list, page 21",eng,"Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of shots that were chosen for the film.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119028.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic,,
6880,1,0,original filename: 120119027.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 4, Folder 7","New York, New York",,"Kay, Ulysses, 1917-1995|WNET (Television station : New York, N.Y.)",1958,"New York: City of Magic Shot list, page 12",eng,"Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of shots that were chosen for the film.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119027.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic,,
6879,1,0,original filename: 120119026.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 4, Folder 7","New York, New York",,"Kay, Ulysses, 1917-1995|WNET (Television station : New York, N.Y.)",1958,"New York: City of Magic Shot list, page 1",eng,"Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of shots that were chosen for the film.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119026.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic,,
6878,1,0,original filename: 120119025.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 53",,,"Kay, Ulysses, 1917-1995|WNET, New York City",1958,"New York: City of Magic Sound Effects, page 3",eng,"Typescript of Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of sound effects on tape that would be included in the flm along with Kay's score.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119025.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sound-effects,,
6877,1,0,original filename: 120119024.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 53",,,"Kay, Ulysses, 1917-1995|WNET, New York City",1958,"New York: City of Magic Sound Effects, page 2",eng,"Typescript of Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of sound effects on tape that would be included in the flm along with Kay's score.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119024.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sound-effects,,
6876,1,0,original filename: 120119023.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 53",,,"Kay, Ulysses, 1917-1995|WNET, New York City",1958,"New York: City of Magic Sound Effects, page 1",eng,"Typescript of Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of sound effects on tape that would be included in the flm along with Kay's score.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119023.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sound-effects,,
6875,1,0,holograph manuscript|original filename: 120119022.tif,manuscripts,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 15, Folder 12",,,"Kay, Ulysses, 1917-1995",1958,"City of Magic full sketch, page A1",eng,Television score,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119022.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sketch,Ulysses Kay Estate,
6874,1,0,holograph manuscript|original filename: 120119021.tif,manuscripts,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 15, Folder 12",,,"Kay, Ulysses, 1917-1995",1958,"City of Magic full sketch, page 36",eng,Television score,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119021.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sketch,Ulysses Kay Estate,
6873,1,0,holograph manuscript|original filename: 120119020.tif,manuscripts,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 15, Folder 12",,,"Kay, Ulysses, 1917-1995",1958,"City of Magic full sketch, page 35",eng,Television score,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119020.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sketch,Ulysses Kay Estate,
6872,1,0,holograph manuscript|original filename: 120119019.tif,manuscripts,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 15, Folder 12",,,"Kay, Ulysses, 1917-1995",1958,"City of Magic full sketch, page 21",eng,Television score,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119019.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sketch,Ulysses Kay Estate,
6871,1,0,holograph manuscript|original filename: 120119018.tif,manuscripts,1958 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 15, Folder 12",,,"Kay, Ulysses, 1917-1995",1958,"City of Magic full sketch, page 20",eng,Television score,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119018.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic---sketch,Ulysses Kay Estate,
6870,1,0,original filename: 120119017.tif,manuscripts,1979-01-03 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 27",,,"Kay, Ulysses, 1917-1995","January 3, 1979",Chariots text,eng,Typescript text to accompany the score of Chariots by Ulysses Kay,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119017.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6869,1,0,original filename: 120119016.tif,music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 29",,New York,"Kay, Ulysses, 1917-1995",1983,"Chariots, page 5",eng,"Study score of Ulysses Kay's Chariots, Orchestral Rhapsody",,,Pembroke Music Company,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119016.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6868,1,0,original filename: 120119015.tif,music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 29",,New York,"Kay, Ulysses, 1917-1995",1983,"Chariots, page 4",eng,"Study score of Ulysses Kay's Chariots, Orchestral Rhapsody",,,Pembroke Music Company,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119015.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6867,1,0,original filename: 120119014.tif,music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 29",,New York,"Kay, Ulysses, 1917-1995",1983,"Chariots, cover",eng,"Study score of Ulysses Kay's Chariots, Orchestral Rhapsody",,,Pembroke Music Company,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119014.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6866,1,0,original filename: 120119013.tif,manuscripts,1979-02-06 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 28",,,"Kay, Ulysses, 1917-1995","February 6, 1979","Chariots, page 1",eng,Preliminary sketches and handwritten scores by Ulysses Kay for the piece Chariots,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119013.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6865,1,0,original filename: 120119012.tif,manuscripts,1979 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 4, Folder 40",,,"Kay, Ulysses, 1917-1995",1979,Notes diagram for Chariots introduction,eng,Manuscript notes diagram for the introduction to the score Chariots by Ulysses Kay,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119012.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/chariots,,
6864,1,0,holograph manuscript|original filename: 120119011.tif,manuscripts,1952,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 12, Folder 17",,,"Kay, Ulysses, 1917-1995",1952,"Brass Quartet: Full score, page 1",,Brass Quartet,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119011.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6863,1,0,typescript carbon|original filename: 120119010.tif,manuscripts,1955 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 38",,,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990|Chekhov, Anton Pavlovich, 1860-1904",1955,"Boor: libretto, title page",eng,"Libretto for the Boor, ""a one-act opera after the play by Anton Chekhov (1860-1904); ... adapted text and music by Ulysses Kay""",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119010.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6862,1,0,typescript carbon|original filename: 120119009.tif,manuscripts,1955 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 38",,,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990|Chekhov, Anton Pavlovich, 1860-1904",1955,"Boor: libretto, page 1",eng,"Libretto for the Boar, ""a one-act opera after the play by Anton Chekhov (1860-1904); ... adapted text and music by Ulysses Kay""",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119009.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6861,1,0,photostat of holograph manuscript|original filename: 120119008.tif,manuscripts,1955 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 13, Folder 12",,,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990|Chekhov, Anton Pavlovich, 1860-1904",1955,"Boor: piano reduction, title page",eng,"""Commissioned by the Serge Koussevitzky Music Foundation in The Library of Congress and dedicated to the memory of Serge and Natalie Koussevitzky; The Boor, a one-act opera, after the play by Anton Chekhov."" Piano reduction.",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119008.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6860,1,0,photostat of holograph manuscript|original filename: 120119007.tif,manuscripts,1955 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 13, Folder 12",,,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990|Chekhov, Anton Pavlovich, 1860-1904",1955,"Boor: piano reduction, page 1",eng,"""Commissioned by the Serge Koussevitzky Music Foundation in The Library of Congress and dedicated to the memory of Serge and Natalie Koussevitzky; The Boor, a one-act opera, after the play by Anton Chekhov."" Piano reduction.",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119007.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6859,1,0,photostat of holograph manuscript|original filename: 120119006.tif,manuscripts,1955 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 13, Folder 12",,,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990|Chekhov, Anton Pavlovich, 1860-1904",1955,"Boor: piano reduction, cast list",eng,"""Commissioned by the Serge Koussevitzky Music Foundation in The Library of Congress and dedicated to the memory of Serge and Natalie Koussevitzky; The Boor, a one-act opera, after the play by Anton Chekhov."" Piano reduction.",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119006.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6858,1,0,"holograph manuscript|original filename: 120119004.tif, 120119005.tif",manuscripts,1966-11-29 1966-12-01,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 2, Folder 33",,,"Kay, Ulysses, 1917-1995","November 29 to December 1, 1966","Aulos sketch, page 1, recto and verso",eng,"Score for solo flute, strings, 2 horns, percussion",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119004.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119005.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-instrument-and-orchestra/aulos,,
6857,1,0,typescript|original filename: 120119003.tif,manuscripts,1979 1985,in,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 34",,,"Dorr, Donald|Kay, Ulysses, 1917-1995",between 1979 and 1985,"Frederick Douglass, Plot Summary",eng,"Opera, 3 acts",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119003.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---creation,,
6856,1,0,"typescript with notes|original  filename: 120119001.tif, 120119002.tif|Date inferred from date of opera creation (based on Ulysses Kay's composition diaries) and opera premiere date.",manuscripts,1976 1991,in,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 35",,,"Dorr, Donald|Kay, Ulysses, 1917-1995",between 1976 and 1991,"Frederick Douglass Libretto Excerpt, pages 1 to 2",eng,"Opera, 3 acts",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119001.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119002.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
