note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
,,plimpton,item,plimpton_wyb_000,,Speech at Wellesley Club,,1 page,84,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,series,1,"II: Writings, 1913-1992, undated",,,,,14,11,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1890s,1890,TRUE,1899,,,,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",http://id.loc.gov/authorities/names/n85106396,naf,personal,TRUE,Speaker,http://id.loc.gov/vocabulary/relators/spk,marcrelator,Wellesley College Alumnae Association,http://id.loc.gov/authorities/names/n89619333,naf,corporate,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_101_001.jpg,filename,plimpton,asset,plimpton_wyb_001,plimpton_wyb_000,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_xii_000,,Commentaries on Aristotle,,1 page,143,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,Plimpton item 125,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 200,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1478,1478,TRUE,,,Germany,,Nicolas d'Orbelles,http://id.loc.gov/authorities/names/nr98012495,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,Aristotle,http://id.loc.gov/authorities/names/n79004182,naf,personal,Philosophy,http://id.worldcat.org/fast/1060777,fast,,,,,,,,
plmptn_125_001.jpg,filename,plimpton,asset,plimpton_xii_001,plimpton_xii_000,"Primus section, first page recto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_xrv_000,,"Education of Women: Earliest Period, circa 300-1450",Education of women--five parts,1 page,129,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Early 20th century?,1901,TRUE,1936,approximate,Massachusetts?,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_110_001.jpg,filename,plimpton,asset,plimpton_xrv_001,plimpton_xrv_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_xtz_000,,Announcement of Education of Chaucer,"Education of Chaucer, the opinion of an outstanding authority",3 pages,142,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Oxford University Press,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1935,1935,TRUE,,,New York,,Oxford University Press,http://id.loc.gov/authorities/names/n80126136,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,,,,,,,,,,,
plmptn_104_001.jpg,filename,plimpton,asset,plimpton_xtz_001,plimpton_xtz_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_104_002.jpg,filename,plimpton,asset,plimpton_xtz_002,plimpton_xtz_000,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_104_003.jpg,filename,plimpton,asset,plimpton_xtz_003,plimpton_xtz_000,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_xuf_000,,Fifty Years as a Publisher,,1 page,37,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1926,1925,TRUE,1927,approximate,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,,,,,,,,,,,
plmptn_141_001.jpg,filename,plimpton,asset,plimpton_xuf_001,plimpton_xuf_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_xzz_000,,Strictures on the Modern System of Female Education,,title page,51,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 376 1806 M81 v.1,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed for T. Cadell and W. Davis,6182028,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1806,1806,TRUE,,,London (England),,"More, Hannah, 1745-1833",http://id.loc.gov/authorities/names/n50004618,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_129_001.jpg,filename,plimpton,asset,plimpton_xzz_001,plimpton_xzz_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_yeg_000,,"Tunaikeion, or, Nine Bookes of Various History Concerning Women",Nine Bookes of Various History Concerning Women,title page,104,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 396 1624 H51 (STC 13326),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by Adam Islip,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1624,1624,TRUE,,,London (England),,"Heywood, Thomas, approximately 1574-1641",http://id.loc.gov/authorities/names/n79117155,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women,http://id.worldcat.org/fast/1176568,fast,,,,,,,,
plmptn_131_001.jpg,filename,plimpton,asset,plimpton_yeg_001,plimpton_yeg_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_yip_000,,"Letter to George A. Plimpton, November 12, 1924. Page 1",,1 page,92,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-5,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,2,2,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"November 12, 1924",1924-11-12,TRUE,,,New York,,"Dewey, John, 1859-1952",http://id.loc.gov/authorities/names/n79060532,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_152_001.jpg,filename,plimpton,asset,plimpton_yip_001,plimpton_yip_000,"Letter to George A. Plimpton, November 12, 1924. Page 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_yzl_000,,Introduction to the facsimile of of the John Johnston account book,Slavery is as old as mankind,1 page,34,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/slavery/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1930,1929,TRUE,1930,approximate,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Slavery,http://id.worldcat.org/fast/1120426,fast,,,,,,,,
plmptn_135_001.jpg,filename,plimpton,asset,plimpton_yzl_001,plimpton_yzl_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_zka_000,,Cuneiform tablet,,1 cuneiform tablet,158,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-2,objects,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,gmgpc,three dimensional object,,,,Gift of George Arthur Plimpton,provenance,,,Cuneiform Collection,http://id.library.columbia.edu/term/829de881-5c44-48ca-8597-9771e354efa2,,,,,,,CULC 460 (Plimpton 322),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1820-1762 BCE,-1819,TRUE,-1761,approximate,Larsa (Extinct city),,,,,,,,,,,,,,,,,,,,,Mathematics,http://id.worldcat.org/fast/1012163,fast,,,,,,,,
plmptn_093_001.jpg,filename,plimpton,asset,plimpton_zka_001,plimpton_zka_000,Cuneiform tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_zmi_000,,Vindication of the Rights of Women,,title page,59,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 396 1792 G54,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed for J. Johnson,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1792,1792,TRUE,,,London (England),,"Wollstonecraft, Mary, 1759-1797",http://id.loc.gov/authorities/names/n78095613,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women's rights,http://id.worldcat.org/fast/1178818,fast,,,,,,,,
plmptn_122_001.jpg,filename,plimpton,asset,plimpton_zmi_001,plimpton_zmi_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_znt_000,,Hornbook,,1 hornbook,103,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,objects,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,gmgpc,three dimensional object,,,,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,,,,,,,Hornbook No. 1,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,17th century,1600,TRUE,1699,approximate,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_115_001.jpg,filename,plimpton,asset,plimpton_znt_001,plimpton_znt_000,Hornbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_zrm_000,,"Dictionaire des Halles, ou,  Extrait du Dictionnaire de l’Academie Françoise",,1 page,134,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 443 1696 Ar7,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Francois Foppens,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1696,1696,TRUE,,,Bruxelles [i.e. Paris],,"Artaud, active 1696-1700",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,French language--Slang,http://id.worldcat.org/fast/934572,fast,,,,,,,,
plmptn_062_001.jpg,filename,plimpton,asset,plimpton_zrm_001,plimpton_zrm_000,Page 1 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ztj_000,,Liber mahometi de Algebra,,1 page,7,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 188,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1456,1455,TRUE,1457,approximate,Germany,,"Khuwārizmī, Muḥammad ibn Mūsá, active 813-846",http://id.loc.gov/authorities/names/n84020660,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Mathematics,http://id.worldcat.org/fast/1012163,fast,,,,,,,,
plmptn_040_001.jpg,filename,plimpton,asset,plimpton_ztj_001,plimpton_ztj_000,Page 73 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_zxj_000,,Chronique Universelle,,1 page (scroll),27,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 286,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,End of the 14th century,1380,TRUE,1399,approximate,France,,,,,,,,,,,,,,,,,,,,,History,http://id.worldcat.org/fast/958235,fast,,,,,,,,
plmptn_004_001.jpg,filename,plimpton,asset,plimpton_zxj_001,plimpton_zxj_000,Image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_004_002.jpg,filename,plimpton,asset,plimpton_zxj_002,plimpton_zxj_000,Image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_004_003.jpg,filename,plimpton,asset,plimpton_zxj_003,plimpton_zxj_000,Image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_004_004.jpg,filename,plimpton,asset,plimpton_zxj_004,plimpton_zxj_000,Image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_004_005.jpg,filename,plimpton,asset,plimpton_zxj_005,plimpton_zxj_000,Image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_004_006.jpg,filename,plimpton,asset,plimpton_zxj_006,plimpton_zxj_000,Image 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
