_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_xec,Boris Sapir papers,,,,manuscripts,,,,,,,,,1952,,inferred,1952,Note on the Resolution of the General Meeting of the RSDRP New York Group,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,Russia,,,,,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,,,,,,,,,,,,,,,,,,,,,,,,This resolution reflects the situation of disagreements and splits within the party.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xec,meltingpot_xec_000,,,omeka_519,,,,,,,,,,,,,,,Note on the Resolution of the General Meeting of the RSDRP New York Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_14_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
,,item,,meltingpot_xee,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1946,1981,inferred,between 1946 and 1981,Merry Christmas and a very Happy New Year - the Lissims,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,Holidays card created by Simon Lissim,,,,,,,,,,,,,,,,,,,,,New Year cards,,,Christmas cards,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xee,meltingpot_xee_001,,,omeka_799,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_21_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/cards,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,item,,meltingpot_xet,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1960-09-18,,,"September 18, 1960","Press release from the City College, New York",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,College of the City of New York (1926-1961). City College,,,,,,,,,,,,,,,,,,,,,,,,,,,"Press release announcing the election of Simon Lissim, professor of art at City College at the time, to vice-president of the Royal Society of Arts of England in 1960.",,"Lissim, Simon, 1900-1981",,,,Royal Society of Arts (Great Britain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xet,meltingpot_xet_030,,,omeka_811,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_27_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/royalsociety,,
,,item,,meltingpot_xjs,Allen Ginsberg papers,,,,clippings,,,,,,,,,1972-06-02,,,"June 2, 1972",Allen Ginsberg Remembers Mama,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,New York (N.Y.),,English,,,,,,"Lester, Elenore, 1919-",,,,,,,,,,,,,,,,,,,,,,,,,,,,Source: New York Times,"Ginsberg, Allen, 1926-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of the Paterson NJ Public Library, 1974",ownership,"Gift of Stanley Wertheim, 1986",ownership,"Gift of Aram Boyajian, 1992",ownership,"Gift of Allen Ginsberg, 1993",ownership,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xjs,meltingpot_xjs_001,,,omeka_842,,,,,,,,,,,,,,,First page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_14_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ginsberg,,
,,item,,meltingpot_xmb,Simon Lissim Papers,,,,illustrations,,,,,,,,,1946,,inferred,1946,Runaway Soldier and the Other Tales of Old Russia,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,Date inferred from publication of book with above illustration.,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,"Gottschalk, Fruma, 1900-1995",,,,,,,,,,,,,,,,,,,,,"Verso of an illustration of big, blue and white in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk, illustrated by Simon Lissim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xmb,meltingpot_xmb_002,,,omeka_808,,,,,,,,,,,,,,,"Big Blue and White illustration, verso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_25_04.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,asset,meltingpot_xmb,meltingpot_xmb_000,,,omeka_760,,,,,,,,,,,,,,,"Sol Hurok, right, with other man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_22_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
,,item,,meltingpot_xvk,Mirra Ginsburg papers,,,,books,,,,,,,,,1965,,inferred,1965,"Fatal eggs, and other Soviet satire",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,New York (N.Y.),,English,,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mirra Ginsburg, translator and editor. The Fatal Eggs: and Other Soviet Satire.",,,,,,,,,,,,,,,,,,,,,"Satirists, Russian",,,"Satire, Russian--Translations into English",,,,,,,,,,,,Macmillan,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_xvk,meltingpot_xvk_001,,,omeka_698,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_09_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_fatal_eggs,,
,,item,,meltingpot_yeh,Simon Lissim Papers,,,,prints,,,manuscripts,,,,,,1926,,,1926,Print of drawing by Aleksandr Benois sent to Simon Lissim,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,Russia,,,,,,"Benois, Alexandre, 1870-1960",,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,"Print of a stage drawing, created in 1914 by Aleksandr Benois, sent from the artist to Simon Lissim with an inscription at the bottom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yeh,meltingpot_yeh_000,,,omeka_786,,,,,,,,,,,,,,,Print of drawing by Aleksandr Benois sent to Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_12_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/benois,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,asset,meltingpot_yeq,meltingpot_yeq_016,,,omeka_765,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_02_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/memoirs,,
,,asset,meltingpot_qxp,meltingpot_qxp_162,,,omeka_494,,,,,,,,,,,,,,,Page 162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_07b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_ylv,Herbert H. Lehman papers,,,,correspondence,,,,,,,,,1947-07-14,,,"July 14, 1947",Letter from Herbert Lehman to David Dubinsky,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Lehman, Herbert H. (Herbert Henry), 1878-1963",,,,,,"Dubinsky, David, 1892-1982",,,,,,,,,,,,,,,,,,,,,"David Dubinsky played an important role in many election campaigns in general, and in Herbert H. Lehman’s campaigns in particular.",,United States. President (1945-1953 : Truman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ylv,meltingpot_ylv_000,,,omeka_682,,,,,,,,,,,,,,,Letter from Herbert Lehman to David Dubinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_20_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,item,,meltingpot_ylw,Simon Lissim Papers,,,,illustrations,,,,,,,,,1946,,inferred,1946,Runaway Soldier and the Other Tales of Old Russia,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,Date inferred from publication of book with above illustration.,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,"Gottschalk, Fruma, 1900-1995",,,,,,,,,,,,,,,,,,,,,"Illustration of a fool in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk, illustrated by Simon Lissim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ylw,meltingpot_ylw_000,,,omeka_807,,,,,,,,,,,,,,,Runaway Soldier and the Other Tales of Old Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_25_03.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
,,item,,meltingpot_ypu,Vladimir Feofilovich Zeeler Papers,,,,printed ephemera,,,,,,,,,1907,1938,,between 1907 and 1938,Program of Fedor Shaliapin's American tour,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,,,,,,,,,,,,,,,,,,,,Includes two pages from his 'Song of books' and portraits of him in the costumes of various roles.,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchase, 1957-1960",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ypu,meltingpot_ypu_027,,,omeka_761,,,,,,,,,,,,,,,Pages 27-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_23_02.jpg,filename,original filename: 4_23_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,,
,,item,,meltingpot_ytp,Simon Lissim Papers,,,,illustrations,,,,,,,,,1946,,inferred,1946,Runaway Soldier and the Other Tales of Old Russia,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,Date inferred from publication of book with above illustration.,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,"Gottschalk, Fruma, 1900-1995",,,,,,,,,,,,,,,,,,,,,"Illustration of a horseman in a story from The Runaway Soldier and the Other Tales of Old Russia, retold by Fruma Gottschalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ytp,meltingpot_ytp_000,,,omeka_806,,,,,,,,,,,,,,,Runaway Soldier and the Other Tales of Old Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_25_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/illustrations,,
,,asset,meltingpot_yvk,meltingpot_yvk_001,,,omeka_813,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_29_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/royalsociety,,
,,item,,meltingpot_yxm,Brander Matthews Dramatic Museum records,,,,photographs,,,,,,,,,1927,,inferred,1927,"Al Jolson in ""the Jazz Singer"" with May McAvoy",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Brothers Production, The Jazz Singer, promotional photograph with the film's stars Al Jolson and May McAvoy.",,"Jolson, Al, 1886-1950",,,,"McAvoy, May, 1901-1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yxm,meltingpot_yxm_000,,,omeka_751,,,,,,,,,,,,,,,"Al Jolson in ""the Jazz Singer"" with May McAvoy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_16_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
,,item,,meltingpot_yyl,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1938-10-18,,,"October 18, 1938",Ballet Russe de Monte Carlo program,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,Ballet Russe de Monte Carlo,,,,,,"Massine, Leonide, 1896-1979",,,,,,,"Hurok, Sol, 1888-1974",,,,,,,"Metropolitan Opera (New York, N.Y.)",,,,,,,"Program for the Ballet Russe de Monte Carlo, directed by Leonide Massine. Presented by Sol Hurok, at the Metropolitan Opera House. Portrait of Leonide Massine, artistic directory of Ballet Russe, on front cover.",,Ballet Russe de Monte Carlo,,,,"Massine, Leonide, 1896-1979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yyl,meltingpot_yyl_001,,,omeka_757,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_20_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/hurok,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/massine,
,,item,,meltingpot_yyz,Herbert H. Lehman papers,,,,printed ephemera,,,,,,,,,1942-03-18,,inferred,"March 18, 1942",Music Festival of Allied Nations,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,American ORT Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program for the Music Festival of Allied Nations, a charity concert that supported the Organization for Rehabilitation through Training (ORT).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,item,,meltingpot_abc,Pavel Nikolaevich Miliukov papers,,,,postcards,,,,,,,,,1917,,,1917,"Robert Wittenberg, Belka's first husband (an army doctor)",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Postcard, one side a photo of man in army uniform, other side has writing in Russian and English.",,"Wittenberg, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of heirs, 1954",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yyz,meltingpot_yyz_001,,,omeka_679,,,,,,,,,,,,,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_18_02.jpg,filename,original filename: 2_18_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,asset,meltingpot_abc,meltingpot_abc_001,,,omeka_483,,,,,,,,,,,,,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_05_01.jpg,filename,original filename: 1_05_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,,
,,item,,meltingpot_yzr,Simon Lissim Papers,,,,objects,,,,,,,,,1924,1941,inferred,between 1924 and 1941,Porcelain vase designed by Simon Lissim,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,France,,,,,French,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_yzr,meltingpot_yzr_000,,,omeka_783,,,,,,,,,,,,,,,Porcelain vase designed by Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_09_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/paravent,,
